alternateNameId	geonameid	isolanguage	alternate name	isPreferredName	isShortName	isColloquial	isHistoric	from	to
1561352	290557	nl	Verenigde Arabische Emiraten	1.0					
1599344	292223	de	Dubai						
1599345	292223	en	Dubai						
1599349	292223	ca	Dubai						
1599350	292223	da	Dubai						
1599354	292223	fi	Dubai						
1599357	292223	hu	Dubai						
1599358	292223	id	Dubai						
1599360	292223	it	Dubai						
1599363	292223	lb	Dubai						
1599365	292223	nl	Dubai						
1599366	292223	no	Dubai						
1599368	292223	pt	Dubai						
1599369	292223	ro	Dubai						
1599371	292223	sv	Dubai						
1897172	292223	tr	Dubai						
1982405	292223	bs	Dubai						
1982407	292223	eu	Dubai						
1982410	292223	sw	Dubai						
2186066	292224		Dubai	1.0	1.0				
7411712	292224	en	Dubai		1.0				
6974332	8052436		India						
6974335	8052437		Afghanistan						
6974784	8052715		Japan						
6974793	8052718		Canada						
6974802	8052721		Bangladesh						
6976880	8053917		Eritrea						
6976915	8053932		Thailand						
6976936	8053942		Sri Lanka						
6976969	8053957		Finland						
6977272	8054095		China						
6981991	8056715		Iran						
6981996	8056717		Sudan						
6982008	8056721		Qatar						
6982014	8056723		Pakistan						
7430190	8225704		China						
7431976	8226550		Panama						
7432202	8226651		Qatar						
7432218	8226656		Iran						
7432221	8226657		India						
7432233	8226661		Pakistan						
7432418	8226747		Canada						
564764	1128340		Rabat						
564769	1128345		Rabat						
564771	1128347		Rabat						
565289	1128688		Rabat						
1550990	1128691		Rabat						
565300	1128698		Rabat						
565301	1128699		Rabat						
565302	1128702		Rabat						
565304	1128704		Rabat						
565305	1128705		Rabat						
565306	1128706		Rabat						
565307	1128707		Rabat						
565308	1128708		Rabat						
565309	1128709		Rabat						
567772	1130018		Best						
1906900	1131461	nl	Uruzgan						
1906903	1131461	pt	Uruzgan						
17873319	1131461	nb	Uruzgan						
17873320	1131461	az	Uruzgan						
17873334	1131461	crh	Uruzgan						
17873338	1131461	sv	Uruzgan						
1572794	1131462		Uruzgan						
1573476	1134126		Mali						
1998709	1135689	en	Kunduz						
1998711	1135689	pl	Kunduz						
1998717	1135689	no	Kunduz						
5383771	1135689		Kunduz						
1998616	1135690	de	Kunduz						
5463229	1135690	en	Kunduz		1.0				
5649153	1135690		Kunduz						
17873573	1135690	ast	Kunduz						
17873586	1135690	nb	Kunduz						
17873588	1135690	nl	Kunduz						
17873590	1135690	ceb	Kunduz						
17873598	1135690	sv	Kunduz						
17873602	1135690	war	Kunduz						
17873608	1135690	cy	Kunduz						
17873609	1135690	pl	Kunduz						
17873610	1135690	da	Kunduz						
1917988	1138957	sv	Kabul	1.0					
2080667	1138957	es	Kabul	1.0					
2080668	1138957	en	Kabul	1.0					
17873842	1138957	ast	Kabul						
17873867	1138957	nb	Kabul						
17873870	1138957	nl	Kabul						
17873885	1138957	sl	Kabul						
17873895	1138957	war	Kabul						
17873902	1138957	cy	Kabul						
17873906	1138957	pl	Kabul						
17873907	1138957	da	Kabul						
1591798	1138958	de	Kabul						
1591799	1138958	en	Kabul						
1591800	1138958	es	Kabul						
1591804	1138958	ca	Kabul						
1591807	1138958	da	Kabul						
1591809	1138958	et	Kabul						
1591811	1138958	fi	Kabul						
1591816	1138958	hr	Kabul						
1591817	1138958	id	Kabul						
1591818	1138958	io	Kabul						
1591820	1138958	it	Kabul						
1591826	1138958	nl	Kabul						
1591827	1138958	nn	Kabul						
1591828	1138958	no	Kabul						
1591829	1138958	pl	Kabul						
1591832	1138958	ro	Kabul						
1591834	1138958	sl	Kabul						
1591837	1138958	sv	Kabul						
1980581	1138958	sw	Kabul						
583775	1140043		Helmand		1.0				
5463227	1140043	en	Helmand		1.0				
8228482	1140043	es	Helmand						
17874050	1140043	de	Helmand						
17874051	1140043	ast	Helmand						
17874052	1140043	pt	Helmand						
17874063	1140043	ms	Helmand						
17874064	1140043	it	Helmand						
17874065	1140043	vi	Helmand						
17874067	1140043	nb	Helmand						
17874068	1140043	nl	Helmand						
17874069	1140043	ceb	Helmand						
17874073	1140043	fr	Helmand						
17874078	1140043	sl	Helmand						
17874080	1140043	sv	Helmand						
17874084	1140043	war	Helmand						
17874089	1140043	cy	Helmand						
17874090	1140043	pl	Helmand						
17874091	1140043	da	Helmand						
587724	1142503		Irak						
591760	1144953		China						
591764	1144954		China						
5768256	1144957		China						
591780	1144960		China						
1576167	1144962		China						
1576170	1144963		China						
591788	1144964		China						
591791	1144965		China						
591793	1144966		China						
591797	1144967		China						
591800	1144968		China						
591802	1144969		China						
591804	1144970		China						
591806	1144971		China						
591809	1144972		China						
591810	1144973		China						
591814	1144974		China						
591815	1144975		China						
591818	1144976		China						
5768257	1144977		China						
591823	1144978		China						
5768258	1144979		China						
596244	1147596		Bagdad						
1561259	1149361	da	Afghanistan	1.0					
1561260	1149361	de	Afghanistan	1.0					
1561263	1149361	en	Afghanistan	1.0					
1561271	1149361	fr	Afghanistan	1.0					
1561278	1149361	id	Afghanistan						
1561280	1149361	it	Afghanistan	1.0					
1561289	1149361	ms	Afghanistan	1.0					
1561291	1149361	nb	Afghanistan	1.0					
1561292	1149361	nl	Afghanistan	1.0					
1561293	1149361	nn	Afghanistan						
1561304	1149361	sv	Afghanistan	1.0					
1973429	1149361	af	Afghanistan						
1973435	1149361	br	Afghanistan	1.0					
1973438	1149361	cy	Afghanistan	1.0					
1973442	1149361	fur	Afghanistan						
1973449	1149361	hsb	Afghanistan						
1973451	1149361	ia	Afghanistan	1.0					
1973458	1149361	kw	Afghanistan						
1973460	1149361	lb	Afghanistan	1.0					
1973466	1149361	no	Afghanistan	1.0					
1973476	1149361	sw	Afghanistan	1.0					
1973486	1149361	vi	Afghanistan	1.0					
7084440	1149361	kl	Afghanistan	1.0					
7084446	1149361	mg	Afghanistan	1.0					
7084448	1149361	nd	Afghanistan	1.0					
7084451	1149361	rm	Afghanistan	1.0					
7084453	1149361	se	Afghanistan	1.0					
16925962	1149361	fy	Afghanistan	1.0					
16925964	1149361	ig	Afghanistan	1.0					
3287793	1404747		Lech						
679580	1436039		China						
680524	1437132		China						
680567	1437166		China						
680601	1437186		China						
680637	1437208		China						
684438	1443125		China						
1582647	1444178		China						
1584640	1449891		China						
691602	1453745		China						
693000	1454753		Rabat						
4852977	1455460		India						
700555	1458892		China						
701671	1459494		Rabat						
701866	1459606		Rabat						
706805	1462329		Lech						
5778693	1469615		China						
717285	1473699		China						
718919	1474738		China						
721108	1476999		China						
721863	1477830		China						
9410784	6957555	en	Panjshir		1.0				
11339765	6957555	de	Panjshir						
17961511	6957555	pt	Panjshir						
17961519	6957555	it	Panjshir						
17961521	6957555	nb	Panjshir						
17961522	6957555	nl	Panjshir						
17961523	6957555	ceb	Panjshir						
17961530	6957555	sv	Panjshir						
17961532	6957555	sw	Panjshir						
17961533	6957555	war	Panjshir						
17961535	6957555	cy	Panjshir						
17961536	6957555	da	Panjshir						
4313100	3576135		Long Island						
482177	783697		Bali						
4669483	3185259		Karaburun						
1358917	3185548		Karaburun						
1560696	174982	af	Armenië	1.0					
1560734	174982	nl	Armenië	1.0					
1974812	174982	li	Armenië						
16926103	174982	fy	Armenië	1.0					
2184858	616051		Yerevan	1.0	1.0				
2187208	616051	nb	Yerevan						
2187209	616051	nn	Yerevan						
17857287	616051	ban	Yerevan						
17857291	616051	sco	Yerevan						
17857301	616051	cdo	Yerevan						
17857310	616051	ceb	Yerevan						
17857314	616051	rw	Yerevan						
17857315	616051	bcl	Yerevan						
17857320	616051	br	Yerevan						
17857322	616051	bs	Jerevan						
17857326	616051	sk	Jerevan						
17857328	616051	sn	Yerevan						
17857335	616051	sv	Jerevan						
17857336	616051	sw	Yerevan						
17857340	616051	cs	Jerevan						
17857345	616051	cy	Yerevan						
17857347	616051	tl	Yerevan						
17857348	616051	vls	Yerevan						
17857349	616051	da	Jerevan						
17857361	616051	hak	Yerevan						
17857363	616051	zea	Jerevan						
17857366	616051	pap	Yerevan						
17857369	616051	uz	Yerevan						
17857371	616051	en	Yerevan						
17857373	616051	et	Jerevan						
17857375	616051	vi	Yerevan						
17857378	616051	vo	Yerevan						
17857380	616051	ff	Yerevan						
17857381	616051	fi	Jerevan						
17857383	616051	fo	Jerevan						
17857385	616051	fy	Jerevan						
17857386	616051	nov	Yerevan						
17857387	616051	avk	Yerevan						
17857389	616051	gd	Yerevan						
17857394	616051	war	Yerevan						
17857398	616051	gv	Yerevan						
17857399	616051	ha	Yerevan						
17857402	616051	tly	Yerevan						
17857410	616051	yo	Yerevan						
17857411	616051	ia	Yerevan						
17857413	616051	id	Yerevan						
17857414	616051	ie	Yerevan						
17857416	616051	io	Yerevan						
17857418	616051	is	Jerevan						
17857421	616051	vro	Jerevan						
17857424	616051	jv	Yerevan						
17857434	616051	li	Jerevan						
17857435	616051	hif	Yerevan						
17857440	616051	pih	Yerevan						
17857442	616051	mg	Yerevan						
17857443	616051	mi	Yerevan						
17857447	616051	rmy	Yerevan						
17857448	616051	vep	Jerevan						
17857451	616051	ms	Yerevan						
17857452	616051	mt	Yerevan						
17857454	616051	ilo	Yerevan						
17857457	616051	nl	Jerevan						
17857461	616051	ny	Yerevan						
17857464	616051	crh	Yerevan						
17863249	616051	en-GB	Yerevan						
17863250	616051	en-CA	Yerevan						
1593266	616052	en	Yerevan						
1593273	616052	cs	Jerevan						
1593274	616052	da	Jerevan						
1593276	616052	et	Jerevan						
1593278	616052	fi	Jerevan						
1593284	616052	it	Jerevan						
1593289	616052	nl	Jerevan						
1593290	616052	no	Jerevan						
1593293	616052	pt	Yerevan						
1593297	616052	sv	Jerevan						
1633462	616052	it	Yerevan						
1896059	616052	id	Yerevan						
1981393	616052	fy	Jerevan						
1981399	616052	sk	Jerevan						
2080710	616052	is	Jerevan						
2296186	616052	nn	Jerevan						
4096994	616052	hy	Yerevan						
7585067	616052	ie	Jerevan						
371494	616560		Karaburun						
371513	616580		Karaburun						
371515	616581		Karaburun						
11816012	11190127	hy	Amerika						
11887626	11224488	hy	Vietnam						
11888951	11225530	hy	Bali						
11896286	11230970	hy	Chili						
12043979	11315015	hy	Chili						
1084872	2240377		Congo						
1085170	2240914		Congo						
1085610	2241717		Congo						
3930790	2241729		Congo						
3926704	3345974		Tampa						
1383182	3346953		Congo						
1383466	3347345		Zambia						
3929902	3348381		Hama						
1384192	3348410		Congo						
3930788	3349306		Congo						
3930789	3349307		Congo						
1384827	3349311		Congo						
3931170	3349762		China						
1386692	3351958		Congo						
16053847	7902873		Congo						
16792399	12222501		Tampa						
17041491	12328530		India						
8704546	6269204	nl	Zuidpool						
2313879	6632699	en	Antarctica						
2320169	6637135	en	Long Island						
19103318	6637135	ceb	Long Island						
19103319	6637135	de	Long Island						
19103320	6637135	bar	Long Island						
19103321	6637135	sv	Long Island						
19103325	6637135	nl	Long Island						
2729395	6697173	en	Antarctica	1.0					
7084641	6697173	cy	Antarctica	1.0					
7084659	6697173	ia	Antarctica	1.0					
7084675	6697173	ms	Antarctica	1.0					
7084680	6697173	nl	Antarctica	1.0					
7084686	6697173	rm	Antarctica	1.0					
7084687	6697173	ro	Antarctica	1.0					
7084690	6697173	sk	Antarctica	1.0					
16926158	6697173	fy	Antarctica	1.0					
16926164	6697173	ig	Antarctica	1.0					
8664048	3427576		Uruguay						
4391769	3429085		San Francisco						
11718461	3429086		San Francisco						
4392143	3429732		Puerto Rico						
1408464	3430064		San Diego						
4394586	3433908		Florida						
4390846	3832406		Washington						
1507800	3832758		San Diego						
1508677	3837621		San Francisco						
1508680	3837624		San Francisco						
4391768	3837675		San Francisco						
18157931	3837677	es	San Francisco						
18157932	3837678	es	San Francisco						
15973386	3837684		San Francisco						
4391770	3837694		San Francisco						
17509453	3837696	es	San Francisco						
1508706	3837934		Santiago						
1508814	3838662		Santiago						
1510176	3846252		Colorado						
1510582	3849858		Montevideo						
1510701	3851234		Florida						
1510702	3851242		Florida						
1510947	3853673		Cuba						
17702518	3855645	es	Faro						
1511747	3858329		Colorado						
1511878	3859240		San Francisco						
1512264	3860805		Bremen						
7120462	3865456		Arizona						
1560467	3865483	af	Argentinië	1.0					
1560506	3865483	nl	Argentinië	1.0					
1974192	3865483	li	Argentinië						
16926204	3865483	fy	Argentinië	1.0					
1513272	3866375		San Francisco						
6981453	8056283	es	Florida						
11755010	11147907	es	Florida						
17520270	12540121	es	San Francisco						
17601133	12577447	es	San Francisco						
17621920	12594601	es	San Francisco						
17716181	12651860	es	San Francisco						
17719844	12654316	es	San Francisco						
17733554	12663393	es	San Francisco						
17743678	12671305	es	San Francisco						
17743733	12671360	es	Valencia						
17747662	12675120	es	San Francisco						
17747716	12675171	es	La Palma						
17782205	12707213	es	San Francisco						
17807423	12725780	es	San Francisco						
18159194	12747424	es	Montevideo						
2430922	2761369	nl	Wenen						
1249080	2763586	ca	Tirol						
2256458	2763586	de	Tirol	1.0	1.0				
17753174	2763586	hr	Tirol						
17753176	2763586	hu	Tirol						
17915630	2763586	pt	Tirol						
17915631	2763586	gsw	Tirol						
17915632	2763586	ban	Tirol						
17915633	2763586	lmo	Tirol						
17915638	2763586		Tirol						
17915639	2763586	id	Tirol						
17915640	2763586	ie	Tirol						
17915646	2763586	io	Tirol						
17915647	2763586	frr	Tirol						
17915648	2763586	is	Tirol						
17915649	2763586	an	Tirol						
17915652	2763586	lfn	Tirol						
17915654	2763586	az	Tirol						
17915655	2763586	ro	Tirol						
17915656	2763586	ceb	Tirol						
17915660	2763586	br	Tirol						
17915661	2763586	sc	Tirol						
17915662	2763586	bs	Tirol						
17915676	2763586	kw	Tirol						
17915685	2763586	cy	Tirol						
17915687	2763586	nds	Tirol						
17915688	2763586	vls	Tirol						
17915690	2763586	li	Tirol						
17915691	2763586	tr	Tirol						
17915693	2763586	ast	Tirol						
17915701	2763586	pap	Tirol						
17915704	2763586	ms	Tirol						
17915706	2763586	mt	Tirol						
17915707	2763586	es	Tirol						
17915709	2763586	eu	Tirol						
17915710	2763586	vi	Tirol						
17915711	2763586	nb	Tirol						
17915712	2763586	hsb	Tirol						
17915713	2763586	hbs	Tirol						
17915715	2763586	nl	Tirol						
17915716	2763586	nn	Tirol						
17915722	2763586	gd	Tirol						
17915725	2763586	lld	Tirol						
16755147	2763587		Tirol						
13824966	2763588		Tirol						
8617035	2767510		Reutte		1.0				
4161958	2767511		Reutte						
1251292	2772512		Liechtenstein						
2428605	2773013	en	Langenfeld	1.0	1.0				
4163717	2777043		Hahntennjoch						
1560448	2782113	nl	Oostenrijk	1.0					
16943181	2058600		West						
4246955	2058702		Wellington						
8439391	2059336		East Island						
6921699	2059436		Virginia						
7322681	2062013		Salisbury						
18140495	2062013	cs	Salisbury						
18140496	2062013	ceb	Salisbury						
18140497	2062013	sv	Salisbury						
18140499	2062013	en	Salisbury						
18140500	2062013	it	Salisbury						
18140502	2062013	fr	Salisbury						
18140503	2062013	es	Salisbury						
18140504	2062013	nl	Salisbury						
16893891	2063522	en	Perth	1.0	1.0				
1598484	2063523	de	Perth						
1598485	2063523	en	Perth	1.0					
1598486	2063523	es	Perth						
1598487	2063523	af	Perth						
1598490	2063523	cs	Perth						
1598491	2063523	da	Perth						
1598493	2063523	fi	Perth						
1598494	2063523	fr	Perth						
1598495	2063523	ga	Perth						
1598497	2063523	hu	Perth						
1598498	2063523	id	Perth						
1598499	2063523	it	Perth						
1598502	2063523	nl	Perth						
1598503	2063523	no	Perth						
1598504	2063523	pl	Perth						
1598505	2063523	pt	Perth						
1598506	2063523	sv	Perth						
1627098	2063523	ca	Perth						
1898516	2063523	et	Perth						
1898519	2063523	sk	Perth						
4248640	2063523		Perth						
7109275	2067500	en	Long Island						
7109276	2067501	en	Long Island						
7109277	2067502	en	Long Island						
15955227	2067503		Long Island						
1022904	2067504		Long Island						
4250035	2067505		Long Island						
7109283	2067505	en	Long Island						
7109285	2067506	en	Long Island						
7109286	2067507	en	Long Island						
1023431	2072293		East Island						
4251616	2072317		East Island						
7110568	2072317	en	East Island						
15955652	2072318		East Island						
4251617	2072319		East Island						
7110569	2072319	en	East Island						
4251694	2072525		Dublin						
16944675	2075565		Buffalo						
1560349	2077456	af	Australië	1.0					
1560368	2077456	fr	Australie	1.0					
1560390	2077456	nl	Australië	1.0					
1618454	2077456	li	Australië						
1618461	2077456	nrm	Australie						
1893933	2077456	sco	Australie						
16926304	2077456	fy	Australië	1.0					
8440166	2077568		Arnhem						
7221664	2079108	en	Long Island						
16943218	2144155		Wellington						
4246956	2144168		Wellington						
6921700	2145155		Virginia						
4247543	2146993		Texas						
8491412	2147270	en	Taunton						
1597122	2147714	de	Sydney						
1597124	2147714	es	Sydney						
1597127	2147714	ca	Sydney						
1597128	2147714	cs	Sydney						
1597129	2147714	da	Sydney						
1597131	2147714	et	Sydney						
1597132	2147714	eu	Sydney						
1597134	2147714	fi	Sydney						
1597135	2147714	fr	Sydney						
1597136	2147714	ga	Sydney						
1597140	2147714	id	Sydney						
1597141	2147714	is	Sydney						
1597142	2147714	it	Sydney						
1597146	2147714	lb	Sydney						
1597147	2147714	li	Sydney						
1597149	2147714	nl	Sydney						
1597150	2147714	nn	Sydney						
1597151	2147714	no	Sydney						
1597152	2147714	pl	Sydney						
1597153	2147714	pt	Sydney						
1597154	2147714	ro	Sydney						
1597156	2147714	scn	Sydney						
1597157	2147714	hbs	Sydney						
1597158	2147714	sk	Sydney						
1597159	2147714	sl	Sydney						
1597160	2147714	sq	Sydney						
1597162	2147714	sv	Sydney						
1597166	2147714	vi	Sydney						
1894936	2147714	bs	Sydney						
1894937	2147714	gd	Sydney						
1894940	2147714	ty	Sydney						
1980539	2147714	cy	Sydney						
1980540	2147714	frp	Sydney						
1980541	2147714	hr	Sydney						
1980542	2147714	hu	Sydney						
3059202	2147714	en	Sydney	1.0					
7322624	2149139		Somerset						
4248069	2149936		Sebastopol						
4248070	2149937		Sebastopol						
7322680	2150610		Salisbury						
16209879	2150612		Salisbury						
8491504	2150613	en	Salisbury						
16943594	2151637	en	Richmond						
18143807	2151648	ceb	Richmond						
18143808	2151648	de	Richmond						
18143809	2151648	sv	Richmond						
18143810	2151648	ast	Richmond						
18143811	2151648	en	Richmond						
18143812	2151648	fr	Richmond						
18143817	2151648	pl	Richmond						
18143820	2151648	nl	Richmond						
5775805	2151649		Richmond						
4248315	2151650		Richmond						
18143821	2151650	de	Richmond						
18143822	2151650	ceb	Richmond						
18143823	2151650	sv	Richmond						
18143824	2151650	ast	Richmond						
18143825	2151650	pt	Richmond						
18143827	2151650	en	Richmond						
18143828	2151650	fr	Richmond						
18143831	2151650	cy	Richmond						
18143834	2151650	ro	Richmond						
18143836	2151650	nl	Richmond						
4248316	2151651		Richmond						
2124828	2152274	en	Queensland	1.0	1.0				
8515604	2152274		Queensland						
9410267	2152274	pt	Queensland						
13930415	2152274	fi	Queensland						
7360954	2153391	en	Perth						
18143998	2153391	de	Perth						
18143999	2153391	ceb	Perth						
18144000	2153391	sv	Perth						
18144002	2153391	ast	Perth						
18144003	2153391	pt	Perth						
18144004	2153391	it	Perth						
18144005	2153391	fr	Perth						
18144007	2153391	pl	Perth						
18144008	2153391	nl	Perth						
13826574	2155384		Newtown						
16943905	2158553	en	Maryland						
4249851	2158777		Marburg						
4250032	2159657		Long Island						
7109272	2159657	en	Long Island						
4250033	2159658		Long Island						
7109274	2159659	en	Long Island						
7109278	2159660	en	Long Island						
7109279	2159662	en	Long Island						
7109280	2159663	en	Long Island						
7109281	2159664	en	Long Island						
7109284	2159665	en	Long Island						
1061769	2159666		Long Island						
11422985	2159731	fr	Logan						
16210081	2159738		Logan						
4250049	2159775		Lockerbie						
8491946	2160568	en	La Palma						
8463010	2161599	en	Kentucky						
1062255	2165657		Gibraltar						
4251193	2165663		Gibraltar						
13144369	2166412	en	Florida						
8108483	2167875		East Island						
1595161	2172517	de	Canberra						
1595162	2172517	en	Canberra						
1595163	2172517	es	Canberra	1.0					
1595165	2172517	bs	Canberra						
1595166	2172517	ca	Canberra						
1595167	2172517	cs	Canberra						
1595168	2172517	da	Canberra						
1595170	2172517	et	Canberra						
1595171	2172517	eu	Canberra						
1595173	2172517	fi	Canberra						
1595174	2172517	fr	Canberra						
1595175	2172517	gd	Canberra						
1595178	2172517	id	Canberra						
1595179	2172517	io	Canberra						
1595180	2172517	is	Canberra						
1595181	2172517	it	Canberra						
1595186	2172517	nl	Canberra						
1595187	2172517	no	Canberra						
1595188	2172517	pl	Canberra						
1595191	2172517	scn	Canberra						
1595192	2172517	hbs	Canberra						
1595194	2172517	sv	Canberra						
1620312	2172517	nn	Canberra						
1620313	2172517	sk	Canberra						
1633359	2172517	hr	Canberra						
1895533	2172517	sco	Canberra						
1895534	2172517	sl	Canberra						
1895535	2172517	ty	Canberra						
1981328	2172517	frp	Canberra						
1981331	2172517	oc	Canberra						
16944674	2173578		Buffalo						
7111319	2173589		Buffalo						
1616158	2174003	de	Brisbane						
1616159	2174003	en	Brisbane	1.0					
1616160	2174003	es	Brisbane						
1616161	2174003	af	Brisbane						
1616163	2174003	ca	Brisbane						
1616164	2174003	da	Brisbane						
1616167	2174003	fi	Brisbane						
1616168	2174003	fr	Brisbane						
1616169	2174003	gd	Brisbane						
1616170	2174003	gl	Brisbane						
1616172	2174003	id	Brisbane						
1616173	2174003	is	Brisbane						
1616174	2174003	it	Brisbane						
1616177	2174003	nl	Brisbane						
1616178	2174003	nn	Brisbane						
1616179	2174003	no	Brisbane						
1616180	2174003	pl	Brisbane						
1616181	2174003	pt	Brisbane						
1616182	2174003	ro	Brisbane						
1616183	2174003	sv	Brisbane						
1897709	2174003	ga	Brisbane						
1897711	2174003	sk	Brisbane						
1983308	2174003	et	Brisbane						
4252938	2174998		Bolivia						
4253397	2177263		Bagdad						
1063242	2177478		Canberra			1.0			
7753301	2177689	en	Arizona						
7222490	2206739	en	Long Island						
8231187	6619279	nl	Sydney						
9484919	6619279	fr	Sydney	1.0	1.0				
9484920	6619279	de	Sydney	1.0					
9484921	6619279	en	Sydney	1.0					
3075111	7281838	en	Logan						
8310257	7281838	es	Logan						
8310258	7281838	cy	Logan						
9484953	7839562	de	Brisbane	1.0					
9484954	7839562	en	Brisbane	1.0					
9484955	7839562	fr	Brisbane	1.0					
7273861	8161933	en	Windsor Park						
7275032	8163104	en	Windsor Park						
7293931	8178785	en	Long Island						
7294274	8179128	en	Long Island						
7294275	8179129	en	Long Island						
7294804	8179657	en	Long Island						
7294844	8179697	en	East Island						
7295266	8180112	en	Long Island						
7295267	8180113	en	Long Island						
7295753	8180598	en	Long Island						
7295754	8180599	en	Long Island						
7295755	8180600	en	Long Island						
7295756	8180601	en	Long Island						
7404712	8219823	en	Santa Barbara						
8522555	8237627		Gibraltar						
7451560	8237983	en	Queensland						
8439987	8347770	en	Congo						
7753924	8352024	en	Somerset						
7754012	8352112	en	Estland						
7754364	8352464	en	Arizona						
7754938	8353038	en	Maryland						
7755061	8353161	en	Odessa						
7755821	8353921	en	Kentucky						
7755970	8354070	en	Oklahoma						
7756191	8354291	en	Trastevere						
7756209	8354309	en	Valencia						
8389353	8579119	en	Karachi						
8425257	8596788	en	Windsor Park						
8429190	8599465	en	Vermont						
12791633	8606531		Cape Flattery						
8455292	8613966	en	Lockerbie						
8455722	8614296	en	Kentucky						
8456009	8614529	en	Virginia						
8483738	8626166	en	Somerset						
8483899	8626299	en	Oklahoma						
8502191	8634434	en	Kentucky						
8855775	8780044		Colorado						
8856397	8780666		Manchester						
8856710	8780977		Gibraltar						
8857004	8781269		Salisbury						
8857053	8781318		Newtown						
8857442	8781706		Somerset						
8857483	8781747		Vermont						
8857537	8781801		Taunton						
8857572	8781836		Gibraltar						
8861756	8785973		Broomfield						
8862021	8786238		Long Island						
8862195	8786412		Bagdad						
8862685	8786902		Lockerbie						
8863418	8787634		Sebastopol						
8864133	8788349		Kentucky						
8864695	8788910		Taunton						
8864905	8789120		Kentucky						
8865328	8789542		Alaska						
8865394	8789608		Arizona						
8865842	8790056		Buffalo						
8866164	8790378		Salisbury						
8866225	8790439		Canberra						
8866280	8790494		Canberra						
8866517	8790730		Arizona						
8867082	8791295		Somerset						
8867157	8791370		Windsor Park						
8867313	8791526		Somerset						
8867515	8791728		Colorado						
8867657	8791870		Windsor Park						
8868790	8793004		Taunton						
8868991	8793205		Kentucky						
8869160	8793374		Kentucky						
8869242	8793456		Vermont						
8870190	8794404		Vermont						
8870476	8794690		Somerset						
8870498	8794712		Arizona						
8870667	8794881		Oklahoma						
8870797	8795011		Somerset						
8871502	8795718		Lockerbie						
8871832	8796048		Somerset						
8871842	8796058		Washington						
8872083	8796299		Canberra						
8872812	8797029		Dallas						
8872976	8797193		Florida						
8873547	8797764		Somerset						
8873553	8797770		Ottawa						
8873743	8797960		Illinois						
8873947	8798165		Tel Aviv						
8874162	8798380		Baltimore						
8874465	8798683		Baltimore						
8874676	8798894		Alabama						
8874858	8799076		Kentucky						
8874954	8799172		Somerset						
8874979	8799198		Richmond						
8875252	8799471		Kentucky						
8875766	8799987		Florida						
8876036	8800258		Somerset						
8876483	8800705		Somerset						
8876732	8800954		Stockholm						
8876740	8800962		Florida						
8877115	8801338		Karachi						
8877168	8801392		Lockerbie						
8878043	8802269		Arizona						
8878894	8803123		Oklahoma						
8878942	8803171		Santa Barbara						
8879029	8803258		Lockerbie						
8879153	8803382		Somerset						
8879317	8803546		Taunton						
8879776	8804006		Denver						
8879849	8804079		Iowa						
8881118	8805351		Maryland						
8881154	8805388		Kentucky						
8882030	8806278		Peru						
8882047	8806295		Maryland						
8882542	8806790		Canberra						
8882583	8806831		Somerset						
8882679	8806927		Vermont						
8882702	8806950		Dallas						
8883002	8807250		Virginia						
8883030	8807278		Gibraltar						
8883037	8807285		Oklahoma						
8883534	8807781		Peru						
8883612	8807859		Hamburg						
8884539	8808786		Indiana						
8884648	8808895		Oregon						
8884704	8808951		Gibraltar						
8885256	8809503		Vermont						
8885444	8809691		Maryland						
8885529	8809776		Baltimore						
8885645	8809892		Connecticut						
8885753	8810000		Somerset						
8885899	8810146		Richmond						
8885921	8810168		Somerset						
8886843	8811090		Kentucky						
8887937	8812184		Maryland						
8889144	8813391		Lockerbie						
8890015	8814262		Denver						
8890286	8814533		Broomfield						
8890366	8814613		Kentucky						
8890946	8815193		Rio						
8891291	8815538		Kentucky						
8891588	8815835		Somerset						
8891714	8815956		Indiana						
8891892	8816134		Canberra						
8891979	8816221		Valencia						
8892079	8816321		Vermont						
8892152	8816394		Oklahoma						
8892304	8816546		Colorado						
8893074	8817316		Maryland						
8893338	8817580		Somerset						
8893350	8817591		Karlsruhe						
8893379	8817620		Somerset						
8893672	8817914		Vermont						
8894509	8818746		Irak						
8895362	8819597		Kentucky						
8896200	8820430		Broomfield						
8896384	8820615		Canberra						
8898888	8823144		Kentucky						
8899386	8823669		Somerset						
8900035	8824321		Wisconsin						
8900705	8824992		Long Island						
8900732	8825019		Long Island						
8900744	8825031		Bagdad						
8901075	8825365		Somerset						
8901341	8825632		Somerset						
8901941	8826241		Maryland						
8901942	8826242		Maryland						
8902070	8826372		Virginia						
8903113	8827433		Richmond						
8903225	8827548		Virginia						
8904336	8828704		Newtown						
8904406	8828775		Richmond						
19205341	8828775	ms	Richmond						
19205343	8828775	en	Richmond						
19205345	8828775	fr	Richmond						
8904427	8828796		Salisbury						
8904613	8828987		Buffalo						
8905021	8829399		Perth						
8928097	8852526		Long Island						
8928098	8852527		Long Island						
11785245	11173854		Somerset						
13418977	11713378	en	Richmond						
13421724	11714835	en	Ramallah						
13421734	11714845	en	Somerset						
13422638	11715447	en	Kentucky						
19244990	11746672	en	Columbia						
13591957	11814563	en	Richmond						
13644765	11841643	en	Richmond						
13646067	11842341	en	Maryland						
16355598	12054199	en	Kentucky						
16356241	12054760	en	Kentucky						
16357682	12055900	en	Vermont						
17705778	12648483	en	East Island						
