2429	West-Afrika	7729885	1
2429	West	7729885	0
2429	Centraal-Afrika	7729886	0
2429	Afrika	6255146	0
2429	Nigeria	2328926	0
64235	Utrecht 2745912	1
64235	Utrecht	2745912	0
64235	Utrecht	2745912	0
64235	Utrecht	2745912	0
213283	Amsterdam	2759794	0
213283	New York	5128581	0
213283	Ottawa	6094817	0
213283	Londen	2643743	0
213283	VS	6252001	0
213283	Canada	6251999	0
213283	Verenigd Koninkrijk	0
213283	China	1814991	0
213283	Rusland	2017370	0
213283	Australië	2077456	0
213283	Verenigde Staten	6252001	0
213283	Canada	6251999	0
213283	VS	6252001	0
213283	China	1814991	0
213283	Hongkong	1819730	0
213283	Taiwan	1668284	0
78388	Rusland	2017370	1
78388	Rusland	2017370	0
78388	Bachtsjisarai	712969	0
78388	Simferopol	693805	0
78388	Sebastopol	694423	0
78388	Krim	703883	0
78388	Rusland	2017370	0
78388	Rusland	2017370	0
78388	Oekraïne	690791	0
78388	Rusland	2017370	0
78388	Rusland	2017370	0
78388	Rusland	2017370	0
78388	Moskou	524901	0
78388	Krim	703883	0
78388	Rusland	2017370	0
78388	Moskou	524901	0
78388	Bachtsjisarai	712969	0
78388	Krim	703883	0
78388	Bachtsjisarai	712969	0
78388	Krim	703883	0
78388	Krim	703883	0
78388	Krim	703883	0
78388	Krim	703883	0
78388	Rusland	2017370	0
78388	Bachtsjisarai	712969	0
148365	Best	2759040	0
148365	Best	2759040	0
148365	Eindhoven	2756253	0
148365	TU Eindhoven	6954607	0
187136	Groningen	2755249	0
118348	Nederland	2750405	0
118348	Nederland	2750405	0
129703	Italie	3175395	0
129703	Griekenland	390903	0
129703	Dublin	2964574	0
129703	Dublin	2964574	0
129703	Hongarije	719819	0
60970	R'dam	2747891	1
60970	Rotterdam	2747891	0
60970	Centraal Station	6639996	0
51825	Utrecht	2745909	0
51825	Overijssel	2748838	0
51825	Rijk	2750405	0
218947	Nederland	2750405	0
218947	Nederland	2750405	0
218947	Nederland	2750405	0
185532	Rusland	2017370	1
185532	VS	6252001	1
185532	Rusland	2017370	0
185532	Verenigde Staten	6252001	0
185532	Rusland	2017370	0
185532	Nederland	2750405	0
185532	Rusland	2017370	0
185532	Rusland	2017370	0
185532	Rusland	2017370	0
185532	Rusland	2017370	0
185532	Rusland	2017370	0
185532	Brussel	2800866	0
185532	Europa	6255148	0
185532	Brussel	2800866	0
